"State","Crop_Year","Crop","Area","Production","Fertilizer","Pesticide","Yield","Annual_Rainfall","Region"
"Uttar Pradesh",2008,"Jowar",192564,195473,27544354.56,17330.76,1.08362069,891.6,"North"
"West Bengal",2008,"Jowar",1126,469,161063.04,101.34,0.4,1560.1,"East"
"Himachal Pradesh",2008,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2008,"Jowar",0,0,0,0,0,0,"North"
"Bihar",2008,"Jowar",2399,2543,343152.96,215.91,1.063846154,1197.7,"East"
"Uttarakhand",2008,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2008,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2008,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2008,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2008,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2009,"Jowar",384834,437202,59964833.88,65421.78,1.58,711,"South"
"Assam",2009,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2009,"Jowar",5647,6868,879915.54,959.99,1.280555556,956.9,"Central"
"Delhi",2009,"Jowar",3280,3168,511089.6,557.6,0.97,528.4,"North"
"Gujarat",2009,"Jowar",163400,171300,25460988,27778,1.0407167835,618,"West"
"Haryana",2009,"Jowar",77671,390,12102695.22,13204.07,0.003571429,393,"North"
"Karnataka",2009,"Jowar",1369410,1296179,213381466.16,232799.7,1.12082051266667,1321,"South"
"Kerala",2009,"Jowar",2547,1305,396873.54,432.99,0.6675,2821.5,"South"
"Madhya Pradesh",2009,"Jowar",456052,589675,71062022.64,77528.84,1.5378714285,904.1,"Central"
"Maharashtra",2009,"Jowar",4176300,3565544,650751066,709971,0.9786,1002.4,"West"
"Manipur",2009,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2009,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2009,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2009,"Jowar",240,100,37396.8,40.8,0.412,1225.9,"North-east"
"Odisha",2009,"Jowar",0,0,0,0,0,0,"East"
"Puducherry",2009,"Jowar",6,9,934.92,1.02,1.5,1434.5875,"South"
"Punjab",2009,"Jowar",100,100,15582,17,1,371.3,"North"
"Tamil Nadu",2009,"Jowar",238476,221960,37159330.32,40540.92,1.287777778,928.5,"South"
"Telangana",2009,"Jowar",384834,437202,59964833.88,65421.78,1.58,711,"South"
"Tripura",2009,"Jowar",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2009,"Jowar",190976,169571,29757880.32,32465.92,0.940983607,585.8,"North"
"West Bengal",2009,"Jowar",1479,632,230457.78,251.43,0.455,1317.2,"East"
"Himachal Pradesh",2009,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2009,"Jowar",0,0,0,0,0,0,"North"
"Bihar",2009,"Jowar",1627,1687,253519.14,276.59,1.031111111,889.3,"East"
"Uttarakhand",2009,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2009,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2009,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2009,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2009,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2010,"Jowar",254317,307972,42244596.87,61036.08,1.600777778,1297,"South"
"Assam",2010,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2010,"Jowar",5720,8193,950149.2,1372.8,1.511764706,1283.1,"Central"
"Delhi",2010,"Jowar",3341,3227,554973.51,801.84,0.97,989.5,"North"
"Gujarat",2010,"Jowar",125800,139000,20896638,30192,1.0958543415,1107.5,"West"
"Haryana",2010,"Jowar",70846,38000,11768229.06,17003.04,0.499285714,639.2,"North"
"Karnataka",2010,"Jowar",1244381,1345880,206704127.88,298651.44,1.591269715,1317.7,"South"
"Kerala",2010,"Jowar",0,0,0,0,0,0,"South"
"Madhya Pradesh",2010,"Jowar",417357,590978,69327171.27,100165.68,1.6518142855,856.3,"Central"
"Maharashtra",2010,"Jowar",4059200,3452300,674273712,974208,1.0442296295,1389,"West"
"Manipur",2010,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2010,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2010,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2010,"Jowar",120,110,19933.2,28.8,0.934,1771.8,"North-east"
"Odisha",2010,"Jowar",0,0,0,0,0,0,"East"
"Puducherry",2010,"Jowar",0,0,0,0,0,0,"South"
"Punjab",2010,"Jowar",0,0,0,0,0,0,"North"
"Tamil Nadu",2010,"Jowar",0,0,0,0,0,0,"South"
"Telangana",2010,"Jowar",254317,307972,42244596.87,61036.08,1.600777778,1297,"South"
"Tripura",2010,"Jowar",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2010,"Jowar",201205,207513,33422162.55,48289.2,1.008813559,742.6,"North"
"West Bengal",2010,"Jowar",25,10,4152.75,6,0.4,1096,"East"
"Himachal Pradesh",2010,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2010,"Jowar",57,34,9468.27,13.68,0.6,1352,"North"
"Bihar",2010,"Jowar",3082,3266,511951.02,739.68,1.034444444,629.2,"East"
"Uttarakhand",2010,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2010,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2010,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2010,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2010,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2011,"Jowar",276598,496233,46335696.96,91277.34,1.948118421,861.9,"South"
"Assam",2011,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2011,"Jowar",5329,4093,892714.08,1758.57,0.797391304,1302.7,"Central"
"Delhi",2011,"Jowar",3140,3032,526012.8,1036.2,0.97,641.3954545,"North"
"Gujarat",2011,"Jowar",124000,139800,20772480,40920,1.0961160715,890.5,"West"
"Haryana",2011,"Jowar",64690,33000,10836868.8,21347.7,0.506363636,471.5409091,"North"
"Karnataka",2011,"Jowar",1133523,1011435,189887772.94,374062.59,1.33320620533333,1178.986364,"South"
"Kerala",2011,"Jowar",0,0,0,0,0,0,"South"
"Madhya Pradesh",2011,"Jowar",348697,537340,58413721.44,115070.01,1.5611938775,852.6,"Central"
"Maharashtra",2011,"Jowar",3229000,2627200,540922080,1065570,1.1155925925,1174.095455,"West"
"Manipur",2011,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2011,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2011,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2011,"Jowar",120,110,20102.4,39.6,0.934,1544.354545,"North-east"
"Odisha",2011,"Jowar",0,0,0,0,0,0,"East"
"Puducherry",2011,"Jowar",1,2,167.52,0.33,2,1434.5875,"South"
"Punjab",2011,"Jowar",0,0,0,0,0,0,"North"
"Tamil Nadu",2011,"Jowar",197696,252521,33118033.92,65239.68,1.417119565,926.5,"South"
"Telangana",2011,"Jowar",276598,496233,46335696.96,91277.34,1.948118421,861.9,"South"
"Tripura",2011,"Jowar",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2011,"Jowar",192340,212514,32220796.8,63472.2,0.984827586,777.4,"North"
"West Bengal",2011,"Jowar",23,6,3852.96,7.59,0.26,1686.5,"East"
"Himachal Pradesh",2011,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2011,"Jowar",0,0,0,0,0,0,"North"
"Bihar",2011,"Jowar",2016,2147,337720.32,665.28,1.045714286,1097.1,"East"
"Uttarakhand",2011,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2011,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2011,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2011,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2011,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2012,"Jowar",287000,542000,43279600,88970,1.565064935,968.7,"South"
"Assam",2012,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2012,"Jowar",6235,4458,940238,1932.85,0.7128,1366.8,"Central"
"Delhi",2012,"Jowar",3319,3008,500505.2,1028.89,0.91,451.9,"North"
"Gujarat",2012,"Jowar",79600,107300,12003680,24676,1.2263095235,460.6,"West"
"Haryana",2012,"Jowar",55196,27500,8323556.8,17110.76,0.368181818,307.9,"North"
"Karnataka",2012,"Jowar",1263888,1314698,190594310.4,391805.28,1.20755003433333,956.2,"South"
"Kerala",2012,"Jowar",148,116,22318.4,45.88,0.87,2187.6,"South"
"Madhya Pradesh",2012,"Jowar",294022,592454,44338517.6,91146.82,2.3857015305,1049.5,"Central"
"Maharashtra",2012,"Jowar",3289900,2108900,496116920,1019869,0.9982,1003.4,"West"
"Manipur",2012,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2012,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2012,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2012,"Jowar",180,170,27144,55.8,0.934,1296.6,"North-east"
"Odisha",2012,"Jowar",0,0,0,0,0,0,"East"
"Puducherry",2012,"Jowar",3,6,452.4,0.93,2,1098.3,"South"
"Punjab",2012,"Jowar",0,0,0,0,0,0,"North"
"Tamil Nadu",2012,"Jowar",0,0,0,0,0,0,"South"
"Telangana",2012,"Jowar",287000,542000,43279600,88970,1.565064935,968.7,"South"
"Tripura",2012,"Jowar",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2012,"Jowar",184153,248208,27770272.4,57087.43,1.2225,746.3,"North"
"West Bengal",2012,"Jowar",26,10,3920.8,8.06,0.38,1566,"East"
"Himachal Pradesh",2012,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2012,"Jowar",0,0,0,0,0,0,"North"
"Bihar",2012,"Jowar",2631,2819,396754.8,815.61,1.084285714,924.1,"East"
"Uttarakhand",2012,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2012,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2012,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2012,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2012,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2013,"Jowar",118245,265675,17085220.05,31926.15,2.6487762235,1062.3,"South"
"Assam",2013,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2013,"Jowar",5153,3320,744556.97,1391.31,0.64173913,1418.3,"Central"
"Delhi",2013,"Jowar",3319,3008,479562.31,896.13,0.91,706.8,"North"
"Gujarat",2013,"Jowar",187108,270997,27035234.92,50519.16,1.282142857,1006.5,"West"
"Haryana",2013,"Jowar",62000,34000,8958380,16740,0.628888889,452.2,"North"
"Karnataka",2013,"Jowar",1139229,1316848,164607198.23,307591.83,1.31004545466667,1235.6,"South"
"Kerala",2013,"Jowar",150,119,21673.5,40.5,0.846666667,3255.4,"South"
"Madhya Pradesh",2013,"Jowar",247829,366796,35808812.21,66913.83,1.4156862745,1451.4,"Central"
"Maharashtra",2013,"Jowar",3584500,2847900,517924405,967815,0.9764833335,1409.8,"West"
"Manipur",2013,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2013,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2013,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2013,"Jowar",230,220,33232.7,62.1,0.95,1350.9,"North-east"
"Odisha",2013,"Jowar",0,0,0,0,0,0,"East"
"Puducherry",2013,"Jowar",2,4,288.98,0.54,2,1083.2,"South"
"Punjab",2013,"Jowar",0,0,0,0,0,0,"North"
"Tamil Nadu",2013,"Jowar",347131,513313,50156958.19,93725.37,1.6868732195,740.9,"South"
"Telangana",2013,"Jowar",225409,374560,32569346.41,60860.43,1.78891192125,1205.5,"South"
"Tripura",2013,"Jowar",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2013,"Jowar",165145,173623,23861801.05,44589.15,0.958070175,995.2,"North"
"West Bengal",2013,"Jowar",25,7,3612.25,6.75,0.28,1939.9,"East"
"Himachal Pradesh",2013,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2013,"Jowar",0,0,0,0,0,0,"North"
"Bihar",2013,"Jowar",1233,1313,178156.17,332.91,1.068888889,1069.9,"East"
"Uttarakhand",2013,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2013,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2013,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2013,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2013,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2014,"Jowar",141461,344475,21354952.56,46682.13,2.183143939,687.6,"South"
"Assam",2014,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2014,"Jowar",5000,4230,754800,1650,0.836666667,1274.7,"Central"
"Delhi",2014,"Jowar",3242,2937,489412.32,1069.86,0.91,416.4,"North"
"Gujarat",2014,"Jowar",69631,91843,10511495.76,22978.23,1.253235294,605.6,"West"
"Haryana",2014,"Jowar",53000,27000,8000880,17490,0.405555556,301.3,"North"
"Karnataka",2014,"Jowar",1046054,1173303,157912311.8,345197.82,1.49718831166667,1238.5,"South"
"Kerala",2014,"Jowar",173,128,26116.08,57.09,0.74,3046.4,"South"
"Madhya Pradesh",2014,"Jowar",220000,372000,33211200,72600,1.541428571,891.2,"Central"
"Maharashtra",2014,"Jowar",3288200,2108800,496386672,1085106,0.836778846,1001.6,"West"
"Manipur",2014,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2014,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2014,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2014,"Jowar",240,230,36230.4,79.2,0.96,1333.3,"North-east"
"Odisha",2014,"Jowar",0,0,0,0,0,0,"East"
"Puducherry",2014,"Jowar",2,3,301.92,0.66,1.5,1330,"South"
"Punjab",2014,"Jowar",0,0,0,0,0,0,"North"
"Tamil Nadu",2014,"Jowar",415103,868940,62663948.88,136983.99,2.207625,911.3,"South"
"Telangana",2014,"Jowar",79001,83267,11925990.96,26070.33,0.93,746.4,"South"
"Tripura",2014,"Jowar",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2014,"Jowar",164407,162865,24818880.72,54254.31,1.097454545,616.4,"North"
"West Bengal",2014,"Jowar",25,8,3774,8.25,0.32,1483.5,"East"
"Himachal Pradesh",2014,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2014,"Jowar",0,0,0,0,0,0,"North"
"Bihar",2014,"Jowar",1451,1550,219042.96,478.83,1.075,1061,"East"
"Uttarakhand",2014,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2014,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2014,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2014,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2014,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2015,"Jowar",174611,357710,27572823.01,57621.63,1.936628788,940.7,"South"
"Assam",2015,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2015,"Jowar",5414,4358,854924.74,1786.62,0.923181818,1136,"Central"
"Delhi",2015,"Jowar",3161,3034,499153.51,1043.13,0.96,757.7,"North"
"Gujarat",2015,"Jowar",99070,131499,15644143.7,32693.1,1.234264706,584.3,"West"
"Haryana",2015,"Jowar",55000,30000,8685050,18150,0.628888889,426.8,"North"
"Karnataka",2015,"Jowar",1103907,797014,174317954.39,364289.31,1.25881871366667,1024.9,"South"
"Kerala",2015,"Jowar",178,132,28107.98,58.74,0.74,2602.9,"South"
"Madhya Pradesh",2015,"Jowar",208000,400657,32845280,68640,1.573783784,1000.7,"Central"
"Maharashtra",2015,"Jowar",3217600,1205200,508091216,1061808,0.585923077,875.7,"West"
"Manipur",2015,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2015,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2015,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2015,"Jowar",250,240,39477.5,82.5,0.96,1308.3,"North-east"
"Odisha",2015,"Jowar",0,0,0,0,0,0,"East"
"Puducherry",2015,"Jowar",0,0,0,0,0,0,"South"
"Punjab",2015,"Jowar",0,0,0,0,0,0,"North"
"Tamil Nadu",2015,"Jowar",339166,439619,53557703.06,111924.78,1.5374166665,1201.9,"South"
"Telangana",2015,"Jowar",76358,75703,12057691.78,25198.14,0.913888889,747.9,"South"
"Tripura",2015,"Jowar",0,0,0,0,0,0,"North-east"
"Uttar Pradesh",2015,"Jowar",154827,104769,24448731.57,51092.91,0.884310345,596.7,"North"
"West Bengal",2015,"Jowar",25,9,3947.75,8.25,0.36,1717,"East"
"Himachal Pradesh",2015,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2015,"Jowar",0,0,0,0,0,0,"North"
"Bihar",2015,"Jowar",1611,1713,254393.01,531.63,1.066666667,874,"East"
"Uttarakhand",2015,"Jowar",5,4,789.55,1.65,0.8,1247.6,"North"
"Jharkhand",2015,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2015,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2015,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2015,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2016,"Jowar",97399,198327,14926396.75,34089.65,1.795423077,890,"South"
"Assam",2016,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2016,"Jowar",4012,5436,614839,1404.2,1.406521739,1298.9,"Central"
"Delhi",2016,"Jowar",3193,3065,489327.25,1117.55,0.96,747.1,"North"
"Gujarat",2016,"Jowar",103425,163194,15849881.25,36198.75,1.5623484845,710.5,"West"
"Haryana",2016,"Jowar",52800,28200,8091600,18480,0.576666667,554.7,"North"
"Karnataka",2016,"Jowar",948001,846081,145281153.25,331800.35,1.06020893133333,1147.2,"South"
"Kerala",2016,"Jowar",140,110,21455,49,0.79,2924.3,"South"
"Madhya Pradesh",2016,"Jowar",221000,438000,33868250,77350,1.761666667,1048.4,"Central"
"Maharashtra",2016,"Jowar",3615450,2538726,554067712.5,1265407.5,0.916153846,1151.1,"West"
"Manipur",2016,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2016,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2016,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2016,"Jowar",260,250,39845,91,0.96,1959.8,"North-east"
"Odisha",2016,"Jowar",0,0,0,0,0,0,"East"
"Puducherry",2016,"Jowar",4,5,613,1.4,1.5,1391.3,"South"
"Punjab",2016,"Jowar",0,0,0,0,0,0,"North"
"Tamil Nadu",2016,"Jowar",268391,153856,41130920.75,93936.85,0.678828671,912.4,"South"
"Telangana",2016,"Jowar",89753,87701,13754647.25,31413.55,1.008663158,942.6,"South"
"Tripura",2016,"Jowar",683,546,104669.75,239.05,0.79625,2475.3,"North-east"
"Uttar Pradesh",2016,"Jowar",182923,183020,28032949.75,64023.05,1.03877193,965.3,"North"
"West Bengal",2016,"Jowar",26,10,3984.5,9.1,0.38,1795.8,"East"
"Himachal Pradesh",2016,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2016,"Jowar",0,0,0,0,0,0,"North"
"Bihar",2016,"Jowar",1796,1912,275237,628.6,1.058333333,1205.6,"East"
"Uttarakhand",2016,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2016,"Jowar",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2016,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2016,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2016,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2017,"Jowar",139669,332694,21989487.36,53074.22,1.853146853,868.2,"South"
"Assam",2017,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2017,"Jowar",3729,4703,587093.76,1417.02,1.263181818,1124.5,"Central"
"Delhi",2017,"Jowar",3201,3035,503965.44,1216.38,0.95,533.7,"North"
"Gujarat",2017,"Jowar",91198,125320,14358213.12,34655.24,1.3201857585,814.8,"West"
"Haryana",2017,"Jowar",47600,24700,7494144,18088,0.478181818,417.1,"North"
"Karnataka",2017,"Jowar",1088098,1264010,171310149.08,413477.24,1.67665686266667,1111.7,"South"
"Kerala",2017,"Jowar",174,139,27394.56,66.12,0.8,2664.8,"South"
"Madhya Pradesh",2017,"Jowar",270040,653420,42515097.6,102615.2,2.2274,800,"Central"
"Maharashtra",2017,"Jowar",3464153,2389682,545396248.32,1316378.14,0.844807692,1129.5,"West"
"Manipur",2017,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2017,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2017,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2017,"Jowar",270,260,42508.8,102.6,0.96,1722.1,"North-east"
"Odisha",2017,"Jowar",0,0,0,0,0,0,"East"
"Puducherry",2017,"Jowar",5,15,787.2,1.9,3,1582.4,"South"
"Punjab",2017,"Jowar",0,0,0,0,0,0,"North"
"Tamil Nadu",2017,"Jowar",385646,430661,60716106.24,146545.48,1.319807692,970.9,"South"
"Telangana",2017,"Jowar",67312,73395,10597601.28,25578.56,1.133806818,815.7,"South"
"Tripura",2017,"Jowar",857,702,134926.08,325.66,0.82125,3326.8,"North-east"
"Uttar Pradesh",2017,"Jowar",169145,214815,26630188.8,64275.1,1.150535714,652.1,"North"
"West Bengal",2017,"Jowar",6,3,944.64,2.28,0.5,1830,"East"
"Himachal Pradesh",2017,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2017,"Jowar",63,38,9918.72,23.94,0.6,1279.1,"North"
"Bihar",2017,"Jowar",1358,1448,213803.52,516.04,1.09,1112,"East"
"Uttarakhand",2017,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2017,"Jowar",3329,2210,524117.76,1265.02,0.702857143,1165.7,"East"
"Arunachal Pradesh",2017,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2017,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2017,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2018,"Jowar",155765,229463,25265083,54517.75,0.842070707,1220.5,"South"
"Assam",2018,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2018,"Jowar",3088,2827,500873.6,1080.8,0.879090909,1515.5,"Central"
"Delhi",2018,"Jowar",3155,3032,511741,1104.25,0.96,678.5,"North"
"Gujarat",2018,"Jowar",75500,96841,12246100,26425,1.2700140055,1125.4,"West"
"Haryana",2018,"Jowar",40300,21300,6536660,14105,0.584,533.2,"North"
"Karnataka",2018,"Jowar",993752,931584,161186574.4,347813.2,1.29197199733333,1419.1,"South"
"Kerala",2018,"Jowar",205,168,33251,71.75,0.82,2989.7,"South"
"Madhya Pradesh",2018,"Jowar",74655,163418,12109041,26129.25,1.665490196,1102.2,"Central"
"Maharashtra",2018,"Jowar",2439263,1197201,395648458.6,853742.05,0.634423077,1387.4,"West"
"Manipur",2018,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2018,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2018,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2018,"Jowar",280,270,45416,98,0.966,1372.7,"North-east"
"Odisha",2018,"Jowar",0,0,0,0,0,0,"East"
"Puducherry",2018,"Jowar",5,13,811,1.75,2.75,1693.9,"South"
"Punjab",2018,"Jowar",0,0,0,0,0,0,"North"
"Tamil Nadu",2018,"Jowar",385842,464476,62583572.4,135044.7,1.496,986.2,"South"
"Telangana",2018,"Jowar",56079,67511,9096013.8,19627.65,1.2830677655,1350.3,"South"
"Tripura",2018,"Jowar",960,767,155712,336,0.7877083335,2169.1,"North-east"
"Uttar Pradesh",2018,"Jowar",147490,183966,23922878,51621.5,1.185,792.8,"North"
"West Bengal",2018,"Jowar",64,30,10380.8,22.4,0.47,2012.6,"East"
"Himachal Pradesh",2018,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2018,"Jowar",0,0,0,0,0,0,"North"
"Bihar",2018,"Jowar",716,763,116135.2,250.6,1.08,1521.4,"East"
"Uttarakhand",2018,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2018,"Jowar",2046,1401,331861.2,716.1,0.622777778,1222.7,"East"
"Arunachal Pradesh",2018,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2018,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2018,"Jowar",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2019,"Jowar",154943,388956,26613009.68,57328.91,1.7535,899.2,"South"
"Assam",2019,"Jowar",0,0,0,0,0,0,"North-east"
"Chhattisgarh",2019,"Jowar",1966,2535,337680.16,727.42,1.22,1420.3,"Central"
"Delhi",2019,"Jowar",3150,3150,541044,1165.5,1,546.9,"North"
"Gujarat",2019,"Jowar",48915,67141,8401640.4,18098.55,1.2805833335,1067.8,"West"
"Haryana",2019,"Jowar",29920,15770,5139059.2,11070.4,0.639333333,351.8,"North"
"Karnataka",2019,"Jowar",913988,1045642,156986578.84,338175.56,1.394055829,1422.3,"South"
"Kerala",2019,"Jowar",285,235,48951.6,105.45,0.82,3119.2,"South"
"Madhya Pradesh",2019,"Jowar",107875,164973,18528610,39913.75,1.343,1446.7,"Central"
"Maharashtra",2019,"Jowar",2371472,1864697,407324030.76,877444.64,0.7668518515,1555.8,"West"
"Manipur",2019,"Jowar",0,0,0,0,0,0,"North-east"
"Meghalaya",2019,"Jowar",0,0,0,0,0,0,"North-east"
"Mizoram",2019,"Jowar",0,0,0,0,0,0,"North-east"
"Nagaland",2019,"Jowar",280,270,48092.8,103.6,0.966,1593,"North-east"
"Odisha",2019,"Jowar",5810,3680,997925.6,2149.7,0.648,1593.9,"East"
"Puducherry",2019,"Jowar",0,0,0,0,0,0,"South"
"Punjab",2019,"Jowar",0,0,0,0,0,0,"North"
"Tamil Nadu",2019,"Jowar",450000,519821,77292000,166500,1.260349003,910.1,"South"
"Telangana",2019,"Jowar",88229,133756,15154213.04,32644.73,1.574648787,1031.7,"South"
"Tripura",2019,"Jowar",880,720,151148.8,325.6,0.8223214285,2252.8,"North-east"
"Uttar Pradesh",2019,"Jowar",168047,226638,28863752.72,62177.39,1.206296296,814.5,"North"
"West Bengal",2019,"Jowar",180,95,30916.8,66.6,0.515,1733.4,"East"
"Himachal Pradesh",2019,"Jowar",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2019,"Jowar",0,0,0,0,0,0,"North"
"Bihar",2019,"Jowar",631,673,108380.56,233.47,1.0825,1194.7,"East"
"Uttarakhand",2019,"Jowar",0,0,0,0,0,0,"North"
"Jharkhand",2019,"Jowar",1796,1351,308480.96,664.52,0.816470588,1137.8,"East"
"Arunachal Pradesh",2019,"Jowar",0,0,0,0,0,0,"North-east"
"Goa",2019,"Jowar",0,0,0,0,0,0,"West"
"Sikkim",2019,"Jowar",0,0,0,0,0,0,"North-east"
"Rajasthan",2000,"Cotton",411921.318181818,455104.318181818,40438315.8086364,107099.542727273,1.49753229727273,1510.86306818182,"North"
"Rajasthan",2001,"Cotton",418970.739130435,497021,42789481.5908696,108932.392173913,1.39129687604348,1394.98206521739,"North"
"Rajasthan",2002,"Cotton",365932.863636364,427057.954545455,34642864.2004545,91483.2159090909,1.58980007045455,1276.60852272727,"North"
